source,target,edge_type,weight
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_250,sponsor_match_exposure,2.719
team:German DR,match_251,team_match,0.363
sponsor:Adidas,team:German DR,sponsor_team_panel,0.921
sponsor:Adidas,match_251,sponsor_match_exposure,4.053
team:Yugoslavia,match_252,team_match,0.348
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_252,sponsor_match_exposure,3.447
team:Haiti,match_253,team_match,0.254
sponsor:Coca-Cola,team:Haiti,sponsor_team_panel,0.761
sponsor:Coca-Cola,match_253,sponsor_match_exposure,4.12
team:Netherlands,match_254,team_match,0.497
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_254,sponsor_match_exposure,2.963
team:Italy,match_255,team_match,0.361
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_255,sponsor_match_exposure,3.666
team:Uruguay,match_256,team_match,0.592
sponsor:Vivo,team:Uruguay,sponsor_team_panel,0.443
sponsor:Vivo,match_256,sponsor_match_exposure,3.634
team:German DR,match_257,team_match,0.332
sponsor:Adidas,team:German DR,sponsor_team_panel,0.921
sponsor:Adidas,match_257,sponsor_match_exposure,3.957
team:Yugoslavia,match_258,team_match,0.311
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_258,sponsor_match_exposure,3.987
team:Argentina,match_259,team_match,0.573
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_259,sponsor_match_exposure,3.594
team:Poland,match_260,team_match,0.448
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_260,sponsor_match_exposure,3.607
team:Brazil,match_261,team_match,0.594
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_261,sponsor_match_exposure,4.004
team:Netherlands,match_262,team_match,0.456
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_262,sponsor_match_exposure,3.416
team:Sweden,match_263,team_match,0.596
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_263,sponsor_match_exposure,4.091
team:Yugoslavia,match_264,team_match,0.333
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_264,sponsor_match_exposure,3.578
team:German DR,match_265,team_match,0.369
sponsor:Adidas,team:German DR,sponsor_team_panel,0.921
sponsor:Adidas,match_265,sponsor_match_exposure,3.967
team:Poland,match_266,team_match,0.415
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_266,sponsor_match_exposure,3.933
team:Brazil,match_267,team_match,0.534
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_267,sponsor_match_exposure,3.585
team:Yugoslavia,match_268,team_match,0.364
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_268,sponsor_match_exposure,3.684
team:Poland,match_269,team_match,0.443
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_269,sponsor_match_exposure,3.942
team:Netherlands,match_270,team_match,0.468
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_270,sponsor_match_exposure,4.016
team:Poland,match_271,team_match,0.439
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_271,sponsor_match_exposure,3.942
team:Hungary,match_272,team_match,0.502
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_272,sponsor_match_exposure,4.028
team:Italy,match_273,team_match,0.34
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_273,sponsor_match_exposure,3.498
team:Tunisia,match_274,team_match,0.416
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_274,sponsor_match_exposure,3.862
team:Spain,match_275,team_match,0.563
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_275,sponsor_match_exposure,3.331
team:Sweden,match_276,team_match,0.569
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_276,sponsor_match_exposure,4.044
team:Netherlands,match_277,team_match,0.452
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_277,sponsor_match_exposure,3.251
team:Scotland,match_278,team_match,0.57
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_278,sponsor_match_exposure,3.412
team:France,match_279,team_match,0.584
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_279,sponsor_match_exposure,4.082
team:Mexico,match_280,team_match,0.608
sponsor:Hyundai,team:Mexico,sponsor_team_panel,0.853
sponsor:Hyundai,match_280,sponsor_match_exposure,4.111
team:Italy,match_281,team_match,0.379
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_281,sponsor_match_exposure,3.759
team:Tunisia,match_282,team_match,0.334
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_282,sponsor_match_exposure,3.607
team:Sweden,match_283,team_match,0.529
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_283,sponsor_match_exposure,3.269
team:Spain,match_284,team_match,0.529
sponsor:Budweiser,team:Spain,sponsor_team_panel,0.714
sponsor:Budweiser,match_284,sponsor_match_exposure,3.935
team:Scotland,match_285,team_match,0.499
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_285,sponsor_match_exposure,3.345
team:Peru,match_286,team_match,0.397
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_286,sponsor_match_exposure,3.584
team:Italy,match_287,team_match,0.34
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_287,sponsor_match_exposure,4.007
team:Hungary,match_288,team_match,0.535
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_288,sponsor_match_exposure,3.625
team:Tunisia,match_289,team_match,0.298
sponsor:Hyundai,team:Tunisia,sponsor_team_panel,0.839
sponsor:Hyundai,match_289,sponsor_match_exposure,3.939
team:Poland,match_290,team_match,0.483
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_290,sponsor_match_exposure,3.7
team:Brazil,match_291,team_match,0.51
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_291,sponsor_match_exposure,3.2
team:Peru,match_292,team_match,0.502
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_292,sponsor_match_exposure,3.416
team:Scotland,match_293,team_match,0.543
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_293,sponsor_match_exposure,3.724
team:Sweden,match_294,team_match,0.544
sponsor:Budweiser,team:Sweden,sponsor_team_panel,0.687
sponsor:Budweiser,match_294,sponsor_match_exposure,3.682
team:Poland,match_295,team_match,0.476
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_295,sponsor_match_exposure,4.034
team:Netherlands,match_296,team_match,0.529
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_296,sponsor_match_exposure,3.388
team:Peru,match_297,team_match,0.474
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_297,sponsor_match_exposure,4.122
team:Italy,match_298,team_match,0.299
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_298,sponsor_match_exposure,3.887
team:Brazil,match_299,team_match,0.5
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_299,sponsor_match_exposure,3.912
team:Italy,match_300,team_match,0.306
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_300,sponsor_match_exposure,3.213
team:Netherlands,match_301,team_match,0.519
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_301,sponsor_match_exposure,4.044
team:Poland,match_302,team_match,0.436
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_302,sponsor_match_exposure,3.199
team:Peru,match_303,team_match,0.51
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_303,sponsor_match_exposure,4.186
team:Germany,match_304,team_match,0.676
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_304,sponsor_match_exposure,3.338
team:Poland,match_305,team_match,0.479
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_305,sponsor_match_exposure,3.983
team:Netherlands,match_306,team_match,0.472
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_306,sponsor_match_exposure,3.425
team:Italy,match_307,team_match,0.381
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_307,sponsor_match_exposure,4.036
team:Netherlands,match_308,team_match,0.502
sponsor:Hisense,team:Netherlands,sponsor_team_panel,0.781
sponsor:Hisense,match_308,sponsor_match_exposure,4.028
team:Belgium,match_309,team_match,0.637
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_309,sponsor_match_exposure,3.919
team:Russia,match_310,team_match,0.558
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_310,sponsor_match_exposure,4.052
team:Poland,match_311,team_match,0.439
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_311,sponsor_match_exposure,3.397
team:El Salvador,match_312,team_match,0.542
sponsor:Budweiser,team:El Salvador,sponsor_team_panel,0.772
sponsor:Budweiser,match_312,sponsor_match_exposure,4.337
team:Cameroon,match_313,team_match,0.305
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_313,sponsor_match_exposure,3.283
team:New Zealand,match_314,team_match,0.35
sponsor:McDonald's,team:New Zealand,sponsor_team_panel,0.367
sponsor:McDonald's,match_314,sponsor_match_exposure,3.653
team:France,match_315,team_match,0.612
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_315,sponsor_match_exposure,3.539
team:Algeria,match_316,team_match,0.36
sponsor:Hisense,team:Algeria,sponsor_team_panel,0.732
sponsor:Hisense,match_316,sponsor_match_exposure,4.002
team:Honduras,match_317,team_match,0.25
sponsor:Visa,team:Honduras,sponsor_team_panel,0.694
sponsor:Visa,match_317,sponsor_match_exposure,3.882
team:Austria,match_318,team_match,0.477
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.454
sponsor:McDonald's,match_318,sponsor_match_exposure,3.656
team:Kuwait,match_319,team_match,0.172
sponsor:Hisense,team:Kuwait,sponsor_team_panel,0.676
sponsor:Hisense,match_319,sponsor_match_exposure,3.446
team:Northern Ireland,match_320,team_match,0.379
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_320,sponsor_match_exposure,3.224
team:Hungary,match_321,team_match,0.535
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_321,sponsor_match_exposure,4.039
team:Scotland,match_322,team_match,0.604
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_322,sponsor_match_exposure,4.212
team:Peru,match_323,team_match,0.456
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_323,sponsor_match_exposure,3.544
team:El Salvador,match_324,team_match,0.23
sponsor:Budweiser,team:El Salvador,sponsor_team_panel,0.772
sponsor:Budweiser,match_324,sponsor_match_exposure,3.76
team:Cameroon,match_325,team_match,0.291
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_325,sponsor_match_exposure,3.587
team:New Zealand,match_326,team_match,0.283
sponsor:McDonald's,team:New Zealand,sponsor_team_panel,0.367
sponsor:McDonald's,match_326,sponsor_match_exposure,4.06
team:Czechoslovakia,match_327,team_match,0.432
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_327,sponsor_match_exposure,3.461
team:Chile,match_328,team_match,0.574
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_328,sponsor_match_exposure,4.192
team:Yugoslavia,match_329,team_match,0.392
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_329,sponsor_match_exposure,3.835
team:Austria,match_330,team_match,0.459
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.454
sponsor:McDonald's,match_330,sponsor_match_exposure,3.252
team:Kuwait,match_331,team_match,0.201
sponsor:Hisense,team:Kuwait,sponsor_team_panel,0.676
sponsor:Hisense,match_331,sponsor_match_exposure,3.655
team:Northern Ireland,match_332,team_match,0.413
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_332,sponsor_match_exposure,2.851
team:Hungary,match_333,team_match,0.503
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_333,sponsor_match_exposure,3.723
team:Peru,match_334,team_match,0.491
sponsor:Hisense,team:Peru,sponsor_team_panel,0.777
sponsor:Hisense,match_334,sponsor_match_exposure,3.68
team:Scotland,match_335,team_match,0.55
sponsor:Budweiser,team:Scotland,sponsor_team_panel,0.683
sponsor:Budweiser,match_335,sponsor_match_exposure,4.041
team:El Salvador,match_336,team_match,0.263
sponsor:Budweiser,team:El Salvador,sponsor_team_panel,0.772
sponsor:Budweiser,match_336,sponsor_match_exposure,4.05
team:New Zealand,match_337,team_match,0.291
sponsor:McDonald's,team:New Zealand,sponsor_team_panel,0.367
sponsor:McDonald's,match_337,sponsor_match_exposure,4.091
team:Cameroon,match_338,team_match,0.318
sponsor:Coca-Cola,team:Cameroon,sponsor_team_panel,0.771
sponsor:Coca-Cola,match_338,sponsor_match_exposure,3.456
team:Chile,match_339,team_match,0.541
sponsor:Hisense,team:Chile,sponsor_team_panel,0.7
sponsor:Hisense,match_339,sponsor_match_exposure,3.307
team:Czechoslovakia,match_340,team_match,0.435
sponsor:Visa,team:Czechoslovakia,sponsor_team_panel,0.763
sponsor:Visa,match_340,sponsor_match_exposure,3.55
team:Yugoslavia,match_341,team_match,0.358
sponsor:Qatar Airways,team:Yugoslavia,sponsor_team_panel,0.379
sponsor:Qatar Airways,match_341,sponsor_match_exposure,2.887
team:Kuwait,match_342,team_match,0.168
sponsor:Hisense,team:Kuwait,sponsor_team_panel,0.676
sponsor:Hisense,match_342,sponsor_match_exposure,3.536
team:Austria,match_343,team_match,0.436
sponsor:McDonald's,team:Austria,sponsor_team_panel,0.454
sponsor:McDonald's,match_343,sponsor_match_exposure,3.96
team:Northern Ireland,match_344,team_match,0.405
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_344,sponsor_match_exposure,3.77
team:France,match_345,team_match,0.517
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_345,sponsor_match_exposure,3.253
team:Belgium,match_346,team_match,0.675
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_346,sponsor_match_exposure,3.585
team:England,match_347,team_match,0.54
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_347,sponsor_match_exposure,3.961
team:Argentina,match_348,team_match,0.592
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_348,sponsor_match_exposure,3.485
team:Northern Ireland,match_349,team_match,0.435
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_349,sponsor_match_exposure,3.356
team:Russia,match_350,team_match,0.509
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_350,sponsor_match_exposure,3.655
team:Brazil,match_351,team_match,0.605
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_351,sponsor_match_exposure,3.998
team:Germany,match_352,team_match,0.657
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_352,sponsor_match_exposure,3.767
team:Northern Ireland,match_353,team_match,0.458
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_353,sponsor_match_exposure,3.596
team:Russia,match_354,team_match,0.555
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_354,sponsor_match_exposure,3.689
team:Brazil,match_355,team_match,0.594
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_355,sponsor_match_exposure,3.517
team:England,match_356,team_match,0.539
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_356,sponsor_match_exposure,3.775
team:France,match_357,team_match,0.621
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_357,sponsor_match_exposure,4.079
team:Italy,match_358,team_match,0.341
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_358,sponsor_match_exposure,3.564
team:France,match_359,team_match,0.584
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_359,sponsor_match_exposure,3.638
team:Germany,match_360,team_match,0.725
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_360,sponsor_match_exposure,3.612
team:Italy,match_361,team_match,0.377
sponsor:Visa,team:Italy,sponsor_team_panel,0.799
sponsor:Visa,match_361,sponsor_match_exposure,2.96
team:France,match_362,team_match,0.558
sponsor:Qatar Airways,team:France,sponsor_team_panel,0.51
sponsor:Qatar Airways,match_362,sponsor_match_exposure,3.076
team:Brazil,match_363,team_match,0.551
sponsor:Adidas,team:Brazil,sponsor_team_panel,0.938
sponsor:Adidas,match_363,sponsor_match_exposure,3.699
team:South Korea,match_364,team_match,0.421
sponsor:McDonald's,team:South Korea,sponsor_team_panel,0.51
sponsor:McDonald's,match_364,sponsor_match_exposure,4.015
team:Poland,match_365,team_match,0.476
sponsor:Coca-Cola,team:Poland,sponsor_team_panel,0.734
sponsor:Coca-Cola,match_365,sponsor_match_exposure,3.038
team:Hungary,match_366,team_match,0.554
sponsor:Adidas,team:Hungary,sponsor_team_panel,0.932
sponsor:Adidas,match_366,sponsor_match_exposure,4.055
team:Northern Ireland,match_367,team_match,0.448
sponsor:Qatar Airways,team:Northern Ireland,sponsor_team_panel,0.434
sponsor:Qatar Airways,match_367,sponsor_match_exposure,3.298
team:Belgium,match_368,team_match,0.67
sponsor:Visa,team:Belgium,sponsor_team_panel,0.713
sponsor:Visa,match_368,sponsor_match_exposure,3.744
team:England,match_369,team_match,0.534
sponsor:McDonald's,team:England,sponsor_team_panel,0.432
sponsor:McDonald's,match_369,sponsor_match_exposure,3.218
team:Iraq,match_370,team_match,0.217
sponsor:Hyundai,team:Iraq,sponsor_team_panel,0.833
sponsor:Hyundai,match_370,sponsor_match_exposure,3.788
team:Denmark,match_371,team_match,0.541
sponsor:Coca-Cola,team:Denmark,sponsor_team_panel,0.793
sponsor:Coca-Cola,match_371,sponsor_match_exposure,3.473
team:Germany,match_372,team_match,0.624
sponsor:Coca-Cola,team:Germany,sponsor_team_panel,0.759
sponsor:Coca-Cola,match_372,sponsor_match_exposure,3.481
team:Russia,match_373,team_match,0.557
sponsor:Hyundai,team:Russia,sponsor_team_panel,0.814
sponsor:Hyundai,match_373,sponsor_match_exposure,3.54
team:Argentina,match_374,team_match,0.631
sponsor:Hyundai,team:Argentina,sponsor_team_panel,0.903
sponsor:Hyundai,match_374,sponsor_match_exposure,3.531
team:Bulgaria,match_375,team_match,0.373
